,title,book_id,grade,syllabus,subject,content_id,page_no,page_id,index_chapter_ids,ocr_data_url,image_url,zone_id,order,category_type,annotation_type,annotation_id,actual_chapter_id,actual_subtopic_id,zone_text
256086,Science for Tenth Class: Physics,5417782611017728,Standard X,CBSE,Physics,K-AO-147-139-ZQG-16,166,6e393e11626cb1f19a8690a5c046d71c,22292,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-6e393e11626cb1f19a8690a5c046d71c.json?generation=1571090610893026&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-10-14.6e393e11626cb1f19a8690a5c046d71c.preview.jpg?generation=1571090602710766&alt=media,a139,1.0,lesson,concept,767,22292,22975.0,"Disadvantages of Nuclear Energy The disadvantages of nuclear energy are that : ( i ) the waste products of nuclear fission reactions ( produced at nuclear power plants ) are radioactive which keep on emitting harmful nuclear radiations for thousands of years . So , it is very difficult to store or dispose of nuclear wastes safely . Improper nuclear waste storage or disposal can pollute the environment . ( ii ) there is the risk of accidents in nuclear reactors ( especially the old nuclear reactors ) . Such accidents lead to the leakage of radioactive materials which can cause serious damage to the plants , animals ( including human beings ) and the environment . ( iii ) the high cost of installation of nuclear power plants and the limited availability of my studygear uranium fuel make the large scale use of nuclear energy prohibitive ."
118463,Foundation Course Physics,5630351883894784,Standard X,CBSE,Physics,K-AO-128-100-LKP-19,63,3358b0085f56670c49405d77bfc8a0bd,82005,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-3358b0085f56670c49405d77bfc8a0bd.json?generation=1574431818224031&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-22.3358b0085f56670c49405d77bfc8a0bd.preview.jpg?generation=1574431809519087&alt=media,54,3.0,lesson,concept,32281,82005,82009.0,"Near Point The nearest point up to which the eye can see clearly is called the near point of the eye . For a young adult with normal vision , the near point is about 25 cm . This distance is known as least distance of distinct vision ."
385777,Foundation Course Physics,5630351883894784,Standard X,CBSE,Physics,K-AO-128-100-LKP-19,68,a7a10316d5f8ab44ed05157027734400,82005,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-a7a10316d5f8ab44ed05157027734400.json?generation=1574431814324765&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-22.a7a10316d5f8ab44ed05157027734400.preview.jpg?generation=1574431807160009&alt=media,a177,4.0,lesson,concept,32288,82005,82011.0,"Dispersion of White Light by a Glass Prism When a ray of white light ( sunlight ) enters a glass prism ( denser medium ) , it emerges out from it , broken into seven colours . This phenomenon , due to which different components of a white light are separated by a denser medium , is called dispersion . The phenomenon of splitting of white light into seven colours when it passes through a glass prism is called dispersion of white light ."
533003,Science for Tenth Class: Physics,5417782611017728,Standard X,CBSE,Physics,K-AO-147-139-ZQG-16,140,e82f1aff57314a5e5ee36e09d02d00e3,22292,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-e82f1aff57314a5e5ee36e09d02d00e3.json?generation=1571090559207655&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-10-14.e82f1aff57314a5e5ee36e09d02d00e3.preview.jpg?generation=1571090551393159&alt=media,171,5.0,lesson,concept,746,22292,22967.0,"Effect of Industrialisation All the factories and companies which are engaged in the process of manufacturing goods from raw materials , taken together , are called an industry . The process of developing industries in a country on a large scale is called industrialisation . Industrialisation has led to a better quality of life of the people all over the world . But the setting up of industries and running them needs energy . So , the increasing industrialisation has caused the demand for energy to grow at a tremendous rate . At present , the growing demand for energy is largely met through the use of fossil fuels : coal , petroleum and natural gas ."
248453,Science for Tenth Class: Physics,5417782611017728,Standard X,CBSE,Physics,K-AO-147-139-ZQG-16,192,6ad7fdc52e2ae544a1718434ab9da04a,22250,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-6ad7fdc52e2ae544a1718434ab9da04a.json?generation=1571090654374759&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-10-14.6ad7fdc52e2ae544a1718434ab9da04a.preview.jpg?generation=1571090646845708&alt=media,concept_link_2,7.0,diagram,concept,277,22250,22590.0,Concave Object im intinis Figure 35 . Formation of image by a concave mirror when the object is placed at its focus ( F ) . mirror x
383057,Candid Textbok of Physics,6516051684622336,Standard X,CBSE,Physics,K-AO-112-447-B0E-19,294,a67fca4eb4201f08a0de2997c0b2a94f,82005,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-a67fca4eb4201f08a0de2997c0b2a94f.json?generation=1573029697154845&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-06.a67fca4eb4201f08a0de2997c0b2a94f.preview.jpg?generation=1573029690756442&alt=media,a303,7.0,lesson,concept,32280,82005,82009.0,"5 . 2 POWER OF ACCOMMODATION It is the ability of the eye to change the focal length of the eye lens so as to always obtain the image at the retina . The eye focuses on a given object by varying the shape of the pliable crystalline lens through an amazing process arus called accommodation . An important component in accommodation is the ciliary muscle , which is attached to the lens . When the eye is focused on distant objects , the ciliary muscle is relaxed . For an object distance of infinity , the focal length of the eye ( the distance between the lens and the retina ) is about 2 . 5 cm . The eye focuses on nearby objects by tensing the ciliary muscle . This action effectively decreases the focal length by slightly decreasing the radius of curvature of the lens , which allows the image to be focused on the retina . This lens adjustment takes place so swiftly that we are not even aware of the change . Again , in this respect , even the finest electronic camera is a toy , compared with the eye . It is evident that there is a limit to accommodation because objects that are very close to the eye produce blurred images . When we try to see objects lying nearby the ciliary muscles contract to increase the curvature of the lens . The thickness of the lens increases so that its focal length decreases and the image is again formed on the retina . This process of adjustment of the focal length is called accommodation . The power of accommodation of the eye is the maximum variation of its power for focusing nearby and distant objects . For a young person , the power of accommodation is about 4 dioptre ."
307342,Foundation Science Physics,6295202553659392,Standard X,CBSE,Physics,K-AO-103-130-6PK-19,98,84e16394fd8b011d6b50735ad0bae20f,22238,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-84e16394fd8b011d6b50735ad0bae20f.json?generation=1573029130824758&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-06.84e16394fd8b011d6b50735ad0bae20f.preview.jpg?generation=1573029122494313&alt=media,1098,4.0,diagram,concept,721,22238,22779.0,TE @ 440a * * Fig . 5 . 9 Electromagnet
324645,Foundation Science Physics,6295202553659392,Standard X,CBSE,Physics,K-AO-103-130-6PK-19,132,8c55442defe4e630019584b3708bbe4f,22292,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-8c55442defe4e630019584b3708bbe4f.json?generation=1573029233106012&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-06.8c55442defe4e630019584b3708bbe4f.preview.jpg?generation=1573029225175598&alt=media,a30,36.0,question,concept,762,22292,22973.0,17 . How can electricity be generated from waves ?
412499,Candid Textbok of Physics,6516051684622336,Standard X,CBSE,Physics,K-AO-112-447-B0E-19,234,b385de9c9f6de00ee8fef2e1caa69d8d,22250,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-b385de9c9f6de00ee8fef2e1caa69d8d.json?generation=1573029494394073&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-06.b385de9c9f6de00ee8fef2e1caa69d8d.preview.jpg?generation=1573029487311203&alt=media,130,8.0,lesson,concept,275,22250,22593.0,NOTE BE 3292 Geessee ee S SESEOS 5 eba EDC A convex lens produces a virtual image if the object lies between the optical centre and the focus . PERSERO c erca Bu
393006,Candid Textbok of Physics,6516051684622336,Standard X,CBSE,Physics,K-AO-112-447-B0E-19,296,aac79547c7af653589eb23254af05ba5,82005,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-aac79547c7af653589eb23254af05ba5.json?generation=1573029702069271&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-06.aac79547c7af653589eb23254af05ba5.preview.jpg?generation=1573029695549111&alt=media,473,0.0,lesson,concept,32279,82005,82009.0,ility to Colour - blindness is the lack of ability to distinguish between different colours .
142123,Foundation Course Physics,5630351883894784,Standard X,CBSE,Physics,K-AO-128-100-LKP-19,69,3c6d5356055d38107291365eb81f67d9,82005,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-3c6d5356055d38107291365eb81f67d9.json?generation=1574431825462535&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-22.3c6d5356055d38107291365eb81f67d9.preview.jpg?generation=1574431810211034&alt=media,a181,1.0,lesson,concept,32288,82005,82011.0,"COMPETITION WINDOW Prism Formula > > For refraction through a prism it is found that 8 = i + e - A where A = r1 + r2 When A and i are small 8 = ( u – 1 ) A In a position of minimum deviation 8 = Om , i = e , and r1 = r2 = r . . i = ( Atom ) and r = $ ( 2 )"
278783,Foundation Course Physics,5630351883894784,Standard X,CBSE,Physics,K-AO-128-100-LKP-19,131,785ccfa20bb839b4cf8933864954166f,22238,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-785ccfa20bb839b4cf8933864954166f.json?generation=1574431831845563&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-22.785ccfa20bb839b4cf8933864954166f.preview.jpg?generation=1574431823647189&alt=media,a331,6.0,lesson,concept,712,22238,22565.0,Figures ( a ) and ( b ) shows the magnetic lines of force of the field due to a current carrying solenoid and a bar magnet respectively . The similarity of lines again shows that a solenoid and a bar magnet are identical in magnetic behaviour .
166893,Science for Tenth Class: Physics,5417782611017728,Standard X,CBSE,Physics,K-AO-147-139-ZQG-16,42,471ac6dd664570b0ee8b139fae9e3984,22237,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-471ac6dd664570b0ee8b139fae9e3984.json?generation=1571090368371558&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-10-14.471ac6dd664570b0ee8b139fae9e3984.preview.jpg?generation=1571090361276427&alt=media,a68,0.0,question,concept,560,22237,45948.0,"So , Potential difference , V = 12 volts Thus , the potential difference across the 6 ohm resistance is 12 volts . Here is an exercise for you . Find out the potential difference across the 4 ohm resistance yourself . The answer will be 8 volts . Remember that the same current of 2 amperes flows through the 4 ohm resistance ."
32476,Candid Textbok of Physics,6516051684622336,Standard X,CBSE,Physics,K-AO-112-447-B0E-19,13,0e2bed5031dfd12c1c4c079a261265e5,22237,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-0e2bed5031dfd12c1c4c079a261265e5.json?generation=1573028803712825&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-06.0e2bed5031dfd12c1c4c079a261265e5.preview.jpg?generation=1573028791625340&alt=media,a2,5.0,lesson,concept,27714,45962,45963.0,"In Figure 1 . 4 , negative electrons arrive at the positive terminal of the battery . The same effect would have been achieved if an equivalent amount of positive charge had left the positive terminal . Therefore , the drawing shows the conventional current originating from the positive terminal . The direction of conventional current is always from a point of higher potential towards a point of lower potential , that is , from the positive terminal of a battery towards the negative terminal of the battery . In this book , the symbol I stands for conventional current ."
36964,Science for Tenth Class: Physics,5417782611017728,Standard X,CBSE,Physics,K-AO-147-139-ZQG-16,48,10223318730d9001b3a7f7699cd71654,22237,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-10223318730d9001b3a7f7699cd71654.json?generation=1571090382954452&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-10-14.10223318730d9001b3a7f7699cd71654.preview.jpg?generation=1571090376012034&alt=media,a253,7.0,question,concept,560,22237,45948.0,15 . An electric bulb of resistance 20 12 and a resistance wire of 4 12 are connected in series with a 6 V battery . Draw the circuit diagram and calculate : ( a ) total resistance of the circuit . ( b ) current through the circuit . ( c ) potential difference across the electric bulb . ( d ) potential difference across the resistance wire .
38513,Science for Tenth Class: Physics,5417782611017728,Standard X,CBSE,Physics,K-AO-147-139-ZQG-16,71,10ce5a31e456d7823e2909ed3663142b,22237,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-10ce5a31e456d7823e2909ed3663142b.json?generation=1571090424472542&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-10-14.10ce5a31e456d7823e2909ed3663142b.preview.jpg?generation=1571090416929373&alt=media,492,4.0,lesson,concept,562,22237,22564.0,"done by a current I when it flows through a resistance R for time t . Now , when an electric charge Q moves against a potential difference V , the amount of work done is given by : W = Q V . . . . ( 1 ) From the definition of current we know that : Current , 1 = So , Ixt And from Ohm ' s law , we have : = R . Potential difference , V = I x R or . . . ( 3 )"
504667,Foundation Course Physics,5630351883894784,Standard X,CBSE,Physics,K-AO-128-100-LKP-19,188,dbdccd81cc7824b7da7d632ec73a4f3d,22292,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-dbdccd81cc7824b7da7d632ec73a4f3d.json?generation=1574431844147788&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-22.dbdccd81cc7824b7da7d632ec73a4f3d.preview.jpg?generation=1574431836183101&alt=media,a555,8.0,lesson,concept,763,22292,22973.0,Advantages : OTEC system can be operated for 24 hours throughout the year . • Unlike the other ocean energy generating system one does not have to wait for tides or waves .
352370,Science for Tenth Class: Physics,5417782611017728,Standard X,CBSE,Physics,K-AO-147-139-ZQG-16,175,98ebd7d30ab4caf2934e6134cd82aa1c,22250,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-98ebd7d30ab4caf2934e6134cd82aa1c.json?generation=1571090627175291&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-10-14.98ebd7d30ab4caf2934e6134cd82aa1c.preview.jpg?generation=1571090618793212&alt=media,a7,5.0,lesson,concept,273,22250,22589.0,"In other words , the angle between the reflected ray and normal is called the angle of reflection . In Figure 5 , the reflected ray is OB and the normal is ON , so the angle NOB is the angle of reflection . The angle of reflection is denoted by the letter r . Keeping these points in mind , we will now describe the laws of reflection of light ."
357373,Foundation Course Physics,5630351883894784,Standard X,CBSE,Physics,K-AO-128-100-LKP-19,195,9b3e154bdc6e4bf265c50ae23c286d3c,22292,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-9b3e154bdc6e4bf265c50ae23c286d3c.json?generation=1574431849717206&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-22.9b3e154bdc6e4bf265c50ae23c286d3c.preview.jpg?generation=1574431841828558&alt=media,a389,0.0,lesson,concept,768,22292,22975.0,Source of Energy of the sun : Hans Bethe in 1939 suggested that the source of energy of the Sun and other stars is thermo - nuclear or nuclear fusion reactions .
509368,Candid Textbok of Physics,6516051684622336,Standard X,CBSE,Physics,K-AO-112-447-B0E-19,112,dde1585658ac9fa543315bb44e733c91,22238,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-dde1585658ac9fa543315bb44e733c91.json?generation=1573029148130856&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-06.dde1585658ac9fa543315bb44e733c91.preview.jpg?generation=1573029140749924&alt=media,a172,0.0,diagram,concept,738,22238,22964.0,Poga SOOS83520365 Base BREDOR : ES D ORADO 29229OROSO . 20 DOBRE 2 : desagerada : C D ABOGAB ACRETA 2018 Date FOODSRECORREDOZATO 00 : 39 : 3 2 DOBRODOLORE 02 : 2 3 : 23 : D E CAPACBOOSTD3932BRS D eze ceea c Rosende eag FOTO DEL SUDDERCEDESETB2BE03 CROSOCIALDEBUDETE TORRES SS 16 ERRO BEDDED ce accogcre . SERIES 3 A gnes RE lease contactes concernentes DONOSEGOLESECEBE TH E ORETENDEDORES DE G E GROEBEDEUTETEGBgas RODRIOTORTODORESCONDEZ gecECCO303 cabetegsa BEBEDOUCOgassage E scorte 330D OORTODODDECORDERODE 320 C : 62 SL FOREGROTERE 09 : 02 BOERDERECHODOLORBOBRODOGO TOGORODOS NO BEOGS : ELDE EDERUDOBESEDE : SARASEOSERADE ASSESSEGEN S EASEC DOORN EN 30593039992 : 0DDLE Becausedensten TORBETEOROLOGIE B OERE ensagens Barbra S rozza Pescadores e oggen BESERTO20 : 12 ECSETS2 TETES GEDOENSEO titzat COTTOBRE HTC2EOSORBIERBIA 292SHE ERESROTOREROS03 cecgOTOTORO ROTON ICO eeseen EROL snagersnaametengan 30 EGEESTE 23 : 13Rego I 02 . C . de CO23DRESBOBET233Rete TE SCHODG ) COBIBBLICHIDABADA SA LITREICHERHEITTEIDERBEGE ooOOOOOO C REATIONSTERCORSO ESERCEDELE COUR : BURUDARIO PUEDO HOR ROR HOROSCOPODO GERTIORITETODESTEIDZACHOTTENTI ON CENTRE OTACE ACERCA DE RULES BORGES BOERDERE GROSSDRESSEREDELLEEGSOROZOID ORDINGS Bag UPORESSOLE 24OSOLOR DELETED SCENE BEBEDOUROBOROBUDOtonooDoogezoge TAROTERODHU E SE 3 : 0735 B nuevas het eendaga Fig 2 . 38 : A MCB . UU U UUUUUUUUU DEERE DESCRIBOLOSSESSERE BEREMBAN negatitooted DABARRO SERIES eneral ORBESSERO BEDUGOSEERDE DIDEORECEDEDORES DE ROSSESSES Tondarrerespeto EcoreREDIGRE SEREDE G SORE DURRES BELOTOBOG BER SCOTT SORAOUI BOEREOSHO nudisetungsreceta DE DESCO 19 OUTROS DESCUROASE GIA OBEC GORE DOTE 37909 ageret BEADS 2 A blown fuse .
7308,Candid Textbok of Physics,6516051684622336,Standard X,CBSE,Physics,K-AO-112-447-B0E-19,90,0319ef9692b16479fe683a6bd34e98fe,22238,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-0319ef9692b16479fe683a6bd34e98fe.json?generation=1573029084341117&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-06.0319ef9692b16479fe683a6bd34e98fe.preview.jpg?generation=1573029076054533&alt=media,a136,0.0,lesson,concept,708,22238,22565.0,"Legend ascribes the name magnetite to the shepherd Magnes , “ the nails of whose shoes and the tip of whose staff stuck fast in a magnetic field while he pastured his flocks . "" A magnet has two poles ; a north seeking called north pole and a south seeking called a south pole ."
261893,Candid Textbok of Physics,6516051684622336,Standard X,CBSE,Physics,K-AO-112-447-B0E-19,236,70dfb12379ca0c0301b24cea33d97840,22250,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-70dfb12379ca0c0301b24cea33d97840.json?generation=1573029505428799&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-06.70dfb12379ca0c0301b24cea33d97840.preview.jpg?generation=1573029493533041&alt=media,131,0.0,lesson,concept,269,22250,22591.0,"For the two lenses the sign conventions take the form : 1 . u is - ve , if the object is in front of the lens . ( Real object ) 2 . u is + ve , if the object is virtual . 3 . v is - ve , if the image is on the same side as that of the object . ( Virtual image ) 4 . v is + ve , if the image is real . 5 . Focal length of a concave lens is taken as - ve . 6 . Focal length of a convex lens is taken as + ve ."
341444,Candid Textbok of Physics,6516051684622336,Standard X,CBSE,Physics,K-AO-112-447-B0E-19,301,941a715a544b28f0ff2a9fb83b60a084,82005,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-941a715a544b28f0ff2a9fb83b60a084.json?generation=1573029715446061&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-06.941a715a544b28f0ff2a9fb83b60a084.preview.jpg?generation=1573029708236540&alt=media,a695,1.0,lesson,concept,32288,82005,82011.0,"In order to show that the prism itself does not produce colour but simply splits it , Newton performed the following experiment :"
453267,Science for Tenth Class: Physics,5417782611017728,Standard X,CBSE,Physics,K-AO-147-139-ZQG-16,247,c56a7b5bffc02cf99421131dc85af4c9,22250,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-c56a7b5bffc02cf99421131dc85af4c9.json?generation=1571090759021732&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-10-14.c56a7b5bffc02cf99421131dc85af4c9.preview.jpg?generation=1571090751786051&alt=media,concept_link_6,6.0,lesson,concept,275,22250,22593.0,"Figure 41 represents the action of the objective lens of a telescope . Because in a telescope , the objective lens is a convex lens which forms a real , inverted and diminished image of the distant object at its focus . Please note that when the object kept at infinity in front of a convex lens is assumed to be a big arrow pointing upwards , then its image is formed at focus according to the ray - diagram shown in Figure 41 . If , however , the object kept at infinity in front of a convex lens is round in shape ( like the sun ) , then its image is formed at the focus according to the ray - diagram shown in Figure 24 on page 231 ."
52674,Science for Tenth Class: Physics,5417782611017728,Standard X,CBSE,Physics,K-AO-147-139-ZQG-16,226,16d0d0f8f119fbe04004064835174995,22250,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-16d0d0f8f119fbe04004064835174995.json?generation=1571090718839738&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-10-14.16d0d0f8f119fbe04004064835174995.preview.jpg?generation=1571090709749728&alt=media,330,4.0,lesson,concept,286,22250,22592.0,"Please note that if a ray of light falls normally ( or perpendicularly ) to the surface of water , even then there is no bending of light ray , and it goes straight through water ."
455440,Foundation Course Physics,5630351883894784,Standard X,CBSE,Physics,K-AO-128-100-LKP-19,135,c6563da0074e86ef5011ca33fddf3deb,22238,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-c6563da0074e86ef5011ca33fddf3deb.json?generation=1574431837120209&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-22.c6563da0074e86ef5011ca33fddf3deb.preview.jpg?generation=1574431829613476&alt=media,a348,8.0,lesson,concept,724,22238,22779.0,"In order to find the direction of magnetic field lines , we plot the magnetic field with the help of a compass needle . The pattern of magnetic field lines so obtained is shown in figure ( c ) . From this pattern , the following important conclusions have been drawn ."
346257,Foundation Course Physics,5630351883894784,Standard X,CBSE,Physics,K-AO-128-100-LKP-19,70,964ae7b39e3b1dbf94c7fc53079ebd96,82005,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-964ae7b39e3b1dbf94c7fc53079ebd96.json?generation=1574431833772742&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-22.964ae7b39e3b1dbf94c7fc53079ebd96.preview.jpg?generation=1574431821740091&alt=media,a123,8.0,lesson,concept,32288,82005,82011.0,"9 Prism angle of a prism is 10° . Their refractive index for red and violet colours is 1 . 51 and 1 . 52 respectively . Then find the dispersive power . Ans . : Dispersive power of prism , w = ( H , M , M , 1 , 4 + 4 , 1 . 52 + 1 . 51 - 1515 Dal My but uy = My 2 - 2 1 . 52 - 1 . 51 Therefore w = 0 . 01 = 0 . 019 1 . 515 - 1 1 . 515"
397929,Foundation Science Physics,6295202553659392,Standard X,CBSE,Physics,K-AO-103-130-6PK-19,46,acde554738e5059e4cd99469b3ccc018,82005 22250,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-acde554738e5059e4cd99469b3ccc018.json?generation=1573028927748590&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-06.acde554738e5059e4cd99469b3ccc018.preview.jpg?generation=1573028919432630&alt=media,a48,0.0,lesson,concept,32281,82005,82009.0,"As an object is brought closer to the eye , the ciliary muscles contract . This increases the thickness of the crystalline lens and decreases the focal length of the eye - lens . This helps to form a sharp image on the retina . At a certain point near the eye , the ciliary muscles reach the limit of their contraction . If an object is brought closer still , the ciliary muscles cannot contract further . The closest point at which an object can be placed and seen clearly is called the near point of the eye . And , the distance of the closest point at which an object can be placed and seen clearly is called the least distance of distinct vision or the least distance of clear vision . When an object is placed at the near point ( that is , at a distance equal to the least distance of distinct vision ) , the curvature and thickness of the crystalline lens are maximum and the focal length of the eye - lens is minimum ( Figure 2 . 27b ) . The near point of the eye varies from person to person and with age . At a very young age ( below 10 years ) , the ciliary muscles are strong and flexible , and therefore , they can contract to a great extent . At this age , the near point may be as close as 7 to 8 cm from the eye . In old age , the ciliary muscles lose flexibility , and hence , the ability to contract to the required extent is lost . As a result , the near point recedes to 1 to 2 m , or even more . However , the standard value of the least distance of distinct vision for the normal human eye is taken as 25 centimetres . Most relaxed state of ciliary muscles Most contracted state of ciliary muscles Near point Far point Least distance of distinct vision ( b ) Shortest focal length of the eye - lens ( a ) Largest focal length of the eye - lens Fig . 2 . 27 Far point and near point"
178680,Foundation Course Physics,5630351883894784,Standard X,CBSE,Physics,K-AO-128-100-LKP-19,65,4c18902fbdd6f8fe16ba1f7c846458ed,82005,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-4c18902fbdd6f8fe16ba1f7c846458ed.json?generation=1574431831527363&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-22.4c18902fbdd6f8fe16ba1f7c846458ed.preview.jpg?generation=1574431819297343&alt=media,a154,6.0,lesson,concept,32285,82005,82010.0,"Correction : The image of a normal near point ( which is 25 cm from the eye lens ) is formed behind the retina of eye having long - sight defect as shown in figure ( a ) . The image of the normal near point formed on the retina is blurred . The near point of such eye is little far from the near point of normal eye as shown in figure ( b ) . This defect can be corrected by using a convex lens of suitable focal length . So , a man suffering from this defect wears spectacles having convex lens nvex lens"
156313,Foundation Science Physics,6295202553659392,Standard X,CBSE,Physics,K-AO-103-130-6PK-19,93,4298a701ea7ea56fbfdef31504b2bd38,22238,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-4298a701ea7ea56fbfdef31504b2bd38.json?generation=1573029108422740&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-11-06.4298a701ea7ea56fbfdef31504b2bd38.preview.jpg?generation=1573029100875661&alt=media,a1447,2.0,lesson,concept,708,22238,22565.0,"Magnets Certain rocks behave as natural magnets . When suspended from a string , they align along the south to north direction . These natural magnets contain magnetite ( Fe3O4 ) , a magnetic compound . Magnets can also be made artificially by certain methods . Magnets made of certain alloys of iron , nickel and cobalt retain their magnetism for a long time and are , therefore , called permanent magnets . And the material which retains magnetism for a long time is called a hard magnetic material . Alnico ( an alloy of aluminium , nickel and cobalt ) , and certain types of steel like carbon steel and cobalt steel are some hard magnetic materials used for making permanent magnets . Permanent magnets are made in various shapes such as bar , rod , disc and ring ( Figure 5 . 1a ) . You also get horseshoe magnets , which are shaped like a horseshoe or the letter U . In bar , rod and horseshoe magnets , the north and south poles are either indicated by the letters N and S , or only the north pole is indicated by a dot . In disc and ring magnets , one face is the north pole while the other is the south pole . One of the most common uses of a permanent magnet is as a direction - finding compass . A magnetic compass has a small light magnet , called the magnetic needle . The needle can move freely in a horizontal plane . When kept away from other magnets , the north pole of the needle points towards the geographical north of the earth ."
492522,Science for Tenth Class: Physics,5417782611017728,Standard X,CBSE,Physics,K-AO-147-139-ZQG-16,276,d6a6085264556a30fc49d427aaa64bea,82005,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-attachment-ocr-data-d6a6085264556a30fc49d427aaa64bea.json?generation=1571090816082269&alt=media,https://www.googleapis.com/download/storage/v1/b/goggles-tools/o/page-2019-10-14.d6a6085264556a30fc49d427aaa64bea.preview.jpg?generation=1571090807345328&alt=media,3,5.0,lesson,concept,32279,82005,82009.0,Rods and Cones The retina of our eye has a large number of light - sensitive cells . There are two kinds of light - sensitive cells on the retina : rods and cones .
